what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1407059400671
error,log,,,"Failed to update a TargetChangeListener.",1407059408790
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1407059408823
activated,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.CommonXmlEditor",1407059411280
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1407059411281
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1407059421694
closed,editor,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.editors.CommonXmlEditor",1407059421695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407059434395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407059446800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407059447787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407059475379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407059482719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407059485044
error,log,,,"Exception in checkAndLoadTargetData.",1407059485065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407059485504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407059497032
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407059498124
error,log,,,"Parsing Data for android-19 failed",1407059503660
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1407059504331
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1407059504416
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1407059504560
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1407059504623
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1407059504623
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1407059504677
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1407059504739
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1407059504739
stopped,bundle,com.android.ide.eclipse.ndk,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.ndk",1407059504739
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,22.6.3.v201404151837-1123206,"overlay.com.android.ide.eclipse.adt.overlay",1407059504954
stopped,bundle,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.adt",1407059504954
stopped,bundle,org.eclipse.cdt,8.0.2.201202111925,"org.eclipse.cdt",1407059505001
stopped,bundle,org.eclipse.cdt.doc.user,5.1.1.201202111925,"org.eclipse.cdt.doc.user",1407059505132
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1407059505222
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1407059505316
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1407059505383
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1407059505384
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1407059505421
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1407059505575
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1407059505636
stopped,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1407059505713
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1407059658849
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1407059658851
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1407059658852
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1407059658866
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1407059658868
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1407059658898
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1407059658899
