what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1406899303036
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1406899303037
started,bundle,com.android.ide.eclipse.base,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.base",1406899303038
os,sysinfo,,,"win32",1406899303058
arch,sysinfo,,,"x86_64",1406899303058
ws,sysinfo,,,"win32",1406899303058
locale,sysinfo,,,"en_US",1406899303058
processors,sysinfo,,,"4",1406899303062
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1406899303062
java.runtime.version,sysinfo,,,"1.8.0_05-b13",1406899303062
java.specification.name,sysinfo,,,"Java Platform API Specification",1406899303062
java.specification.vendor,sysinfo,,,"Oracle Corporation",1406899303062
java.specification.version,sysinfo,,,"1.8",1406899303062
java.vendor,sysinfo,,,"Oracle Corporation",1406899303062
java.version,sysinfo,,,"1.8.0_05",1406899303062
java.vm.info,sysinfo,,,"mixed mode",1406899303062
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1406899303062
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1406899303062
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1406899303062
java.vm.specification.version,sysinfo,,,"1.8",1406899303062
java.vm.vendor,sysinfo,,,"Oracle Corporation",1406899303062
java.vm.version,sysinfo,,,"25.5-b02",1406899303062
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1406899303112
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1406899303565
started,bundle,com.android.ide.eclipse.adt,22.6.3.v201404151837-1123206,"com.android.ide.eclipse.adt",1406899304864
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1406899304949
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1406899304957
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1406899304959
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1406899305104
